"Ministry","City/country","Name","Address","Latitude","Longitude"
"Ministry of Transportation and Communications","Taitung County","Chenggong Post Office","No.77, Zhonghua Rd., Chenggong, Taitung County 961-45, Taiwan (R.O.C.)","23.100609","121.378319"
"Ministry of Transportation and Communications","Taitung County","Dormitory 1F.","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.018579","121.326759"
"Ministry of Transportation and Communications","Taitung County","Dormitory 2F.","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.018579","121.326759"
"Ministry of Transportation and Communications","Taitung County","Visitor Center","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.018579","121.326759"
"Ministry of Transportation and Communications","Taitung County","The Amis Cultural Center","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.018579","121.326759"
"Ministry of Transportation and Communications","Taitung County","East Coast National Scenic Area Administration","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.018579","121.326759"
"Ministry of Transportation and Communications","Taitung County","East Coast National Scenic Area Administration","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.020263","121.325508"
"Coast Guard Administration, Executive Yuan","Taitung County","Singang fishing port inspection office","No.19-1, Gangbian Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.099075","121.38034"
"Ministry of Transportation and Communications","Taitung County","East Coast National Scenic Area Administration, Marine Environmental Classroom","No.1-5, Gangbian Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.4597","121.49838"
"Ministry of Economic Affairs","Taitung County","TWC_Chenggong","No.12, Kaifeng St., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.103102","121.376266"
"Ministry of Transportation and Communications","Taitung County","Baxian Cave Visitor Center","No.1-4, Shuimuding, Changbin Township, Taitung County 962, Taiwan (R.O.C.)","23.397172","121.469307"
"Ministry of Transportation and Communications","Taitung County","Changbin Post Office","No.16, Zhongxing Rd., Changbin Village, Changbin Township, Taitung County 962-41, Taiwan (R.O.C.)","23.317528","121.454713"
"Ministry of Transportation and Communications","Taitung County","Longxi Station","No.37-1, Daxi, Taimali Township, Taitung County 963, Taiwan (R.O.C.)","22.460896","120.941814"
"Ministry of Transportation and Communications","Taitung County","Taimali Station","No.276-13, Dawang, Taimali Township, Taitung County 963, Taiwan (R.O.C.)","22.618742","121.004992"
"Ministry of Economic Affairs","Taitung County","TWC_Taimali","No.22, Nanli St., Taimali Township, Taitung County 963, Taiwan (R.O.C.)","22.599753","121.001971"
"Ministry of Transportation and Communications","Taitung County","Taimali Post Office","No.47, Taimali St., Taihe Village, Taimali Township, Taitung County 963-46, Taiwan (R.O.C.)","22.61201","121.006478"
"Ministry of Transportation and Communications","Taitung County","Jinfong Jinlun Post Office","No.323, Jinlun Village, Taimali, Taitung County 963-44, Taiwan (R.O.C.)","22.534215","120.963943"
"Ministry of Transportation and Communications","Taitung County","Jinlun Station","No.47-17, Jinlun, Taimali Township, Taitung County 963, Taiwan (R.O.C.)","22.531405","120.967268"
"Ministry of Transportation and Communications","Taitung County","Dawu Post Office","No.60, Dawu St., Dawu Village, Dawu Township, Taitung County 965-41, Taiwan (R.O.C.)","22.357052","120.904423"
"Ministry of Transportation and Communications","Taitung County","Dawu Station","No.33, Daniao, Dawu Township, Taitung County 965, Taiwan (R.O.C.)","22.410063","120.901564"
"Ministry of Economic Affairs","Taitung County","Dawu gas station, CPC Corporation","No.8, Shangwu Rd., Dawu Township, Taitung County 965, Taiwan (R.O.C.)","22.3417469","120.894912"
"Ministry of Transportation and Communications","Taitung County","Daren Post Office","No.130, Fusing Rd., Anshuo Village, Daren, Taitung County 966-93, Taiwan (R.O.C.)","22.294816","120.882773"
"Hualien County Government","Hualien County","Hualien Jhong Yuan Primary School","No.531, Zhongyuan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.972115","121.596366"
"Hualien County Government","Hualien County","Tzu Chi Hospital Shelters","No.707, Sec. 3, Zhongyang Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.995009","121.592367"
"Hualien County Government","Hualien County","Hualien County Fire Department","No.842, Sec. 3, Zhongyang Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.993474","121.592578"
"Ministry of Transportation and Communications","Hualien County","Hualien Jhongshan Rd. Post Office","No.188, Jhongshan Rd., Hualien 970-50, Taiwan (R.O.C.)","23.978272","121.608513"
"Hualien County Government","Hualien County","Branch Post 19 Shelters","No.188, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.978272","121.608513"
"Ministry of Finance","Hualien County","Chang Hwa Bank, Hualien Branch","No.191, Zhongshan Rd., Hualien City, Hualien County 97047, Taiwan (R.O.C.)","23.978084","121.60941"
"Ministry of Economic Affairs","Hualien County","Taipower Hualien Branch","970 No.238, Jhongshan Rd., Hualien City, Hualien County,Taiwan (R.O.C.)","23.979798","121.607423"
"Ministry of Finance","Hualien County","Hualien Branch of Land Bank","1F., No.356, Jhongshan Rd., Hualien City, Hualien County 97050, Taiwan (R.O.C.)","23.9824999","121.60528"
"Ministry of Finance","Hualien County","Taiwan Cooperative Bank Hualien Branch","No.371, Jhongshan Rd, Hualien City, Hualien County, Taiwan (R.O.C.)","23.98165","121.60576"
"Executive Yuan","Hualien County","Eastern Taiwan Joint Service Center, Executive Yuan","No.371, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.98143","121.605793"
"Ministry of the Interior","Hualien County","Hualien County Service Center, National Immigration Agency","5F., No.371, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.981379","121.605787"
"Ministry of Foreign Affairs","Hualien County","Eastern Taiwan Office, Bureau of Consular Affairs,Ministry of Foreign Affairs, Republic of China(Taiwan)","6Fl.,371 Jung Shan Road, Hualien City, Taiwan (R.O.C.)","23.98143","121.605793"
"Ministry of Transportation and Communications","Hualien County","Hualien Guo-an Post Office","No.408, Jhongshan Rd., Hualien 970-54, Taiwan (R.O.C.)","23.983993","121.604241"
"Hualien County Government","Hualien County","guo an Post Shelters","No.408, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.983993","121.604241"
"Hualien County Government","Hualien County","National Hualien Commercial High School Shelters","No.418, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.985308","121.60297"
"Ministry of Finance","Hualien County","Hualien Branch, Hua Nan Commercial Bank","No.78, Zhongshan Rd., Hualien City, Hualien County, Taiwan (R.O.C.)","23.975058","121.611099"
"Hualien County Government","Hualien County","Hualien Ming LianPrimary School","No.903, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.995329","121.594899"
"Ministry of Transportation and Communications","Hualien County","Hualien Former Railway Station Post Office","No.92, Jhongshan Rd., Hualien 970-48, Taiwan (R.O.C.)","23.975327","121.61085"
"Hualien County Government","Hualien County","Hualien Jhong Jheng Primary School","No.201, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.971899","121.599504"
"Hualien County Government","Hualien County","Hualien Hospital Shelters","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.979518","121.611125"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C.- Health Management Center","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C.- Medical waiting area","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C.- Multimedia Center","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C.- Emergency surgical waiting area","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C. - Registration Hall","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C.- Test inspection zone climate","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Ministry of Health and Welfare","Hualien County","Hua-Lien Hospital, Ministry of Health and Welfare,Taiwan,R.O.C.- 2nd Conference Room","No.600, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.9793829","121.611337"
"Hualien County Government","Hualien County","Hualien Ming ChihPrimary School","No.41, Zhongxing Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.992173","121.631119"
"Hualien County Government","Hualien County","Hualien Jhong Siao Primary School","No.298, Zhonghua Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.975136","121.598729"
"Ministry of Transportation and Communications","Hualien County","Hualien Jhonghua Rd. Post Office","No.335-5, Jhonghua Rd., Hualien 970-44, Taiwan (R.O.C.)","23.974752","121.596985"
"Council of Agriculture, Executive Yuan","Hualien County","Eastern Region Branch, Agriculture and Food Agency","No.512, Zhonghua Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.974399","121.590199"
"Hualien County Government","Hualien County","Hualien Sin Yi Primary School","No.1, Xinyi St., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.970847","121.606464"
"Ministry of Economic Affairs","Hualien County","9th River Management Office.WRA.","No.19, Jen-ai St., Hualien City 970, Taiwan (R.O.C.)","23.972894","121.606166"
"Ministry of Finance","Hualien County","FirstBank_Hualien","No.22, Gongyuan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.976651","121.610491"
"Ministry of Finance","Hualien County","Mega International Commercial Bankd Co.,Ltd. Hua Lien Branch","No.26, Kung-yuan Rd., Hua-lien City, Hua-lien County 97048, Taiwan (R.O.C.)","23.976771","121.610751"
"Ministry of Finance","Hualien County","Bank of Taiwan Hualien Branch.","No.3, Gongyuan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.97647","121.610026"
"Ministry of Justice","Hualien County","Hualien Branch Administrative Enforcement Agency","970, NO. 101, Beibin ST., Hualien City,Hualien County,, Taiwan (R.O.C.)","23.976355","121.61585"
"Ministry of National Defense","Hualien County","Hualien County Reserve Command","No.105-1, Beibin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.976656","121.616146"
"Hualien County Government","Hualien County","Hualien Bei Bin Primary School","No.113, Beibin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.978509","121.616914"
"Ministry of Transportation and Communications","Hualien County","Hualien Nanjing St. Post Office","No.221, Nanjing St., Hualien 970-43, Taiwan (R.O.C.)","23.975404","121.607367"
"Ministry of Labor","Hualien County","Hualien Employment Services Station","No.25, Guomin 3rd St., Hualien City, Hualien County, Taiwan (R.O.C.)","23.989621","121.602259"
"Hualien County Government","Hualien County","Hualien Guo Fu Primary School","No.1, Ln. 227, Fuguang St., Hualien City, Hualien County 970, Taiwan (R.O.C.)","24.009325","121.580586"
"Ministry of Transportation and Communications","Hualien County","Hualien Station 2rd platform South area","No.100, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.993232","121.601465"
"Ministry of Transportation and Communications","Hualien County","Hualien Station 3rd platform North area","No.100, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.993232","121.601465"
"Ministry of Transportation and Communications","Hualien County","Front Station, Hualien(Hualian) Station","No.100, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.996988","121.604153"
"Ministry of Transportation and Communications","Hualien County","Hualien(Hualian) Station","No.100, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.996988","121.604153"
"Hualien County Government","Hualien County","Hualien Train Station Shelters","No.106, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.991891","121.60189"
"Hualien County Government","Hualien County","Hualien Station Tourist Service Center","No.106, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.991891","121.60189"
"Hualien County Government","Hualien County","Hualien City Library","No.170, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.990259","121.60133"
"Hualien County Government","Hualien County","Hualien Guo Fong Junior High School","No.7, Linzheng St., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.978224","121.595757"
"Ministry of Labor","Hualien County","Hualien Local Office, Bureau of Labor Insurance , Council of Labor Affairs.Executive Yuan Taiwan (R.O.C.)","No.43, Fuji Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.994707","121.597774"
"Ministry of Transportation and Communications","Hualien County","Hualien Fuguo Rd. Post Office","No.52, Fuguo Rd., Hualien 970-68, Taiwan (R.O.C.)","23.99099","121.595887"
"Ministry of Transportation and Communications","Hualien County","Procurement Section of Northern Region Supply Workshop, Taiwan Railway Administration","TRANo.38, Fuyu 2nd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.995136","121.600375"
"Ministry of Transportation and Communications","Hualien County","Hualien Fucian Rd. Post Office","No.146, Fucian Rd., Hualien, 970-60, Taiwan (R.O.C.)","23.9904709","121.621856"
"Ministry of Justice","Hualien County","Hualien District Prosecutors Office","No.15, Fuchian Road, Hualien City 970,Taiwan(R.O.C)","23.989458","121.619931"
"Taiwan High Court","Hualien County","Court Building Taiwan Hualien District Court.","No.15, Fuqian Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.989348","121.61888"
"Hualien County Government","Hualien County","Hualien County Government convenient service center","No.17, Fuqian Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.991331","121.619816"
"Hualien County Government","Hualien County","Hualien County Government Information Bureau","No.17, Fuqian Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)","23.991331","121.619816"
